,Phase,adj_loc,sample_date,influent_composition,sample_type,location_code_orig,batch_end_or_start,biofilm_area_collected_cm2,total_ATP_gmean_nM,total_ATP_gstd_nM,extra_ATP_gmean_nM,extra_ATP_gstd_nM,intra_ATP_gmean_nM,intra_ATP_gstd_nM,total_ATP_gmean_ng_cm2,total_ATP_gstd_ng_cm2,extra_ATP_gmean_ng_cm2,extra_ATP_gstd_ng_cm2,intra_ATP_gmean_ng_cm2,intra_ATP_gstd_ng_cm2,total_ATP_gmean_nM_MDL,intra_ATP_gmean_nM_MDL,total_ATP_gmean_ng_cm2_MDL,intra_ATP_gmean_ng_cm2_MDL
110,Phase 1,advanced feedwater,11/2/17,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.012560168,1.025901063,0.001579065,1.019380506,0.010981103,1.446239817,NA,NA,NA,NA,NA,NA,0.012560168,0.010981103,NA,NA
357,Phase 1,advanced feedwater,11/6/17,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.023567836,1.128786728,0.000222628,1.14353365,0.023345208,1.606806984,NA,NA,NA,NA,NA,NA,0.023567836,0.023345208,NA,NA
314,Phase 1,advanced feedwater,11/9/17,100% advanced,bulkwater,advanced_feed,Between_Batch,NA,0.047634822,1.100801055,0.002894564,1.074925626,0.044740258,1.538579885,NA,NA,NA,NA,NA,NA,0.047634822,0.044740258,NA,NA
222,Phase 1,advanced feedwater,11/13/17,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.022967114,1.059908931,0.0010473,1.034299559,0.021919814,1.480939742,NA,NA,NA,NA,NA,NA,0.022967114,0.021919814,NA,NA
329,Phase 1,advanced feedwater,11/20/17,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.045856168,1.038584847,0.000542582,1.089555422,0.045313586,1.505253966,NA,NA,NA,NA,NA,NA,0.045856168,0.045313586,NA,NA
316,Phase 1,advanced feedwater,11/27/17,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.173645807,1.019757772,0.003406438,1.078816764,0.170239369,1.484503798,NA,NA,NA,NA,NA,NA,0.173645807,0.170239369,NA,NA
39,Phase 1,advanced feedwater,12/4/17,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.115268662,1.031111293,0.000630471,1.008381045,0.114638191,1.442228425,NA,NA,NA,NA,NA,NA,0.115268662,0.114638191,NA,NA
307,Phase 1,advanced feedwater,12/7/17,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.087980832,1.03596006,0.001771033,1.079087239,0.086209799,1.495875167,NA,NA,NA,NA,NA,NA,0.087980832,0.086209799,NA,NA
389,Phase 1,advanced feedwater,12/11/17,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.093844126,1.034946927,0.001046721,1.249653242,0.092797405,1.62257461,NA,NA,NA,NA,NA,NA,0.093844126,0.092797405,NA,NA
304,Phase 1,advanced feedwater,12/18/17,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.052807794,1.047545821,0.000890396,1.074656091,0.051917399,1.500745801,NA,NA,NA,NA,NA,NA,0.052807794,0.051917399,NA,NA
386,Phase 1,advanced feedwater,1/1/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.177003599,1.018931467,0.001545607,1.210580617,0.175457992,1.582316897,NA,NA,NA,NA,NA,NA,0.177003599,0.175457992,NA,NA
203,Phase 2,advanced feedwater,1/8/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.838660488,1.094766809,0.000636763,1.03044441,0.838023725,1.503439406,NA,NA,NA,NA,NA,NA,0.838660488,0.838023725,NA,NA
535,Phase 2,advanced feedwater,1/15/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.073644577,1.127724495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073644577,NA,NA,NA
97,Phase 2,advanced feedwater,1/29/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.046442966,1.059576591,0.000555849,1.014799512,0.045887117,1.467147096,NA,NA,NA,NA,NA,NA,0.046442966,0.045887117,NA,NA
388,Phase 2,advanced feedwater,1/31/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.052394939,1.012926848,0.000592458,1.212694583,0.051802481,1.58007878,NA,NA,NA,NA,NA,NA,0.052394939,0.051802481,NA,NA
141,Phase 2,advanced feedwater,2/4/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.106282978,1.083637444,0.000904273,1.020252816,0.105378704,1.488350066,NA,NA,NA,NA,NA,NA,0.106282978,0.105378704,NA,NA
87,Phase 2,advanced feedwater,2/15/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.084303008,1.02940001,0.001795351,1.019683223,0.082507658,1.44893694,NA,NA,NA,NA,NA,NA,0.084303008,0.082507658,NA,NA
327,Phase 2,advanced feedwater,2/19/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.047109723,1.234463858,0.000399619,1.092053765,0.046710104,1.648175489,NA,NA,NA,NA,NA,NA,0.047109723,0.046710104,NA,NA
359,Phase 2,advanced feedwater,3/1/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.093893254,1.052738423,0.001222681,1.125216653,0.092670573,1.540899317,NA,NA,NA,NA,NA,NA,0.093893254,0.092670573,NA,NA
403,Phase 2,advanced feedwater,3/5/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.103182312,1.108883703,0.000212972,1.417003754,0.10296934,1.799311731,NA,NA,NA,NA,NA,NA,0.103182312,0.10296934,NA,NA
372,Phase 2,advanced feedwater,3/12/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.06609984,1.028840342,0.000656271,1.144430205,0.065443568,1.538906412,NA,NA,NA,NA,NA,NA,0.06609984,0.065443568,NA,NA
264,Phase 2,advanced feedwater,3/19/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.093414901,1.09798069,0.000718342,1.051369945,0.092696559,1.520177739,NA,NA,NA,NA,NA,NA,0.093414901,0.092696559,NA,NA
375,Phase 2,advanced feedwater,3/22/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.129299738,1.047427955,0.000410698,1.159418757,0.128889039,1.562484296,NA,NA,NA,NA,NA,NA,0.129299738,0.128889039,NA,NA
335,Phase 2,advanced feedwater,3/26/18,100% advanced,bulkwater,advanced_feed,Batch_End,NA,0.114836879,1.007849059,0.001600944,1.097587203,0.113235935,1.490119926,NA,NA,NA,NA,NA,NA,0.114836879,0.113235935,NA,NA
156,Phase 1,conventional feedwater,11/2/17,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000470429,1.007037654,0.0004307,1.027884454,3.97E-05,1.438982727,NA,NA,NA,NA,NA,NA,0.000470429,3.97E-05,NA,NA
198,Phase 1,conventional feedwater,11/6/17,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000337591,1.029606516,0.000170745,1.03393338,0.000166846,1.459146262,NA,NA,NA,NA,NA,NA,0.000337591,0.000166846,NA,NA
234,Phase 1,conventional feedwater,11/13/17,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000899866,1.012232818,0.000584664,1.03798678,0.000315202,1.449838554,NA,NA,NA,NA,NA,NA,0.000899866,0.000315202,NA,NA
213,Phase 1,conventional feedwater,11/20/17,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.003418006,1.037047606,0.000774436,1.033385821,0.00264357,1.464019806,NA,NA,NA,NA,NA,NA,0.003418006,0.00264357,NA,NA
69,Phase 1,conventional feedwater,11/27/17,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.002606746,1.030122003,0.001016452,1.011379744,0.001590294,1.443620562,NA,NA,NA,NA,NA,NA,0.002606746,0.001590294,NA,NA
105,Phase 1,conventional feedwater,12/4/17,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000558923,1.020480971,0.000554793,1.016743753,4.13E-06,1.440537841,NA,NA,NA,NA,NA,NA,0.000558923,1.83E-05,NA,NA
251,Phase 1,conventional feedwater,12/7/17,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.002705665,1.041473672,0.001146018,1.047725795,0.001559646,1.477293725,NA,NA,NA,NA,NA,NA,0.002705665,0.001559646,NA,NA
348,Phase 1,conventional feedwater,12/11/17,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.002856205,1.062264423,0.001924593,1.108444023,0.000931613,1.535269962,NA,NA,NA,NA,NA,NA,0.002856205,0.000931613,NA,NA
14,Phase 1,conventional feedwater,12/18/17,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000327062,1.111415456,0.00027616,1.00378889,5.09E-05,1.497610247,NA,NA,NA,NA,NA,NA,0.000327062,5.09E-05,NA,NA
59,Phase 1,conventional feedwater,1/1/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.001479745,1.015435025,0.001556297,1.010346821,0,1.432448599,NA,NA,NA,NA,NA,NA,0.001479745,1.83E-05,NA,NA
226,Phase 2,conventional feedwater,1/8/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000520981,1.049287893,0.000422776,1.036911196,9.82E-05,1.475191483,NA,NA,NA,NA,NA,NA,0.000520981,9.82E-05,NA,NA
263,Phase 2,conventional feedwater,1/15/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000774731,1.072584684,0.000515118,1.049718576,0.000259613,1.500782127,NA,NA,NA,NA,NA,NA,0.000774731,0.000259613,NA,NA
207,Phase 2,conventional feedwater,1/29/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000567637,1.030447153,0.000508889,1.032401189,5.87E-05,1.458654706,NA,NA,NA,NA,NA,NA,0.000567637,5.87E-05,NA,NA
288,Phase 2,conventional feedwater,1/31/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000976888,1.078968526,0.000865962,1.063347215,0.000110927,1.514886259,NA,NA,NA,NA,NA,NA,0.000976888,0.000110927,NA,NA
158,Phase 2,conventional feedwater,2/4/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.001416235,1.180441746,0.002017192,1.022727795,0,1.561862624,NA,NA,NA,NA,NA,NA,0.001416235,1.83E-05,NA,NA
137,Phase 2,conventional feedwater,2/15/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.004450383,1.095947852,0.00409904,1.029663771,0.000351343,1.503765,NA,NA,NA,NA,NA,NA,0.004450383,0.000351343,NA,NA
409,Phase 2,conventional feedwater,2/19/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000203521,1.160284794,0.000327505,1.529026838,0,1.919422797,NA,NA,NA,NA,NA,NA,0.000203521,1.83E-05,NA,NA
366,Phase 2,conventional feedwater,3/1/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000622835,1.189033249,0.001127593,1.133431251,0,1.642700968,NA,NA,NA,NA,NA,NA,0.000622835,1.83E-05,NA,NA
412,Phase 2,conventional feedwater,3/5/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000198084,1.397968849,0.000492669,1.835089906,0,2.306918261,NA,NA,NA,NA,NA,NA,0.000198084,1.83E-05,NA,NA
341,Phase 2,conventional feedwater,3/12/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000435047,1.089050243,0.000417682,1.107420386,1.74E-05,1.553193595,NA,NA,NA,NA,NA,NA,0.000435047,1.83E-05,NA,NA
397,Phase 2,conventional feedwater,3/19/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000340902,1.168123059,0.000403887,1.333261435,0,1.77259627,NA,NA,NA,NA,NA,NA,0.000340902,1.83E-05,NA,NA
44,Phase 2,conventional feedwater,3/22/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000265704,1.092110248,0.000309522,1.00955305,0,1.487246501,NA,NA,NA,NA,NA,NA,0.000265704,1.83E-05,NA,NA
285,Phase 2,conventional feedwater,3/26/18,100% conventional,bulkwater,conventional_feed,Batch_End,NA,0.000211027,1.036094,0.0001921,1.065785609,1.89E-05,1.486401608,NA,NA,NA,NA,NA,NA,0.000211027,1.89E-05,NA,NA
280,Phase 2,"full-scale
distribution system
",2/9/18,not applicable,bulkwater,site_1,NA,NA,0.000661154,1.052940985,0.000701023,1.060273006,0,1.494276937,NA,NA,NA,NA,NA,NA,0.000661154,1.83E-05,NA,NA
381,Phase 2,"full-scale
distribution system
",2/7/18,not applicable,bulkwater,site_2,NA,NA,0.000321433,1.140610487,0.000353548,1.175731143,0,1.638089132,NA,NA,NA,NA,NA,NA,0.000321433,1.83E-05,NA,NA
376,Phase 2,"full-scale
distribution system
",2/7/18,not applicable,bulkwater,site_19,NA,NA,0.000337869,1.101817288,0.000397579,1.17120989,0,1.608021748,NA,NA,NA,NA,NA,NA,0.000337869,1.83E-05,NA,NA
363,Phase 2,"full-scale
distribution system
",2/7/18,not applicable,bulkwater,site_5,NA,NA,0.000409019,1.280599703,0.000381114,1.148755067,2.79E-05,1.720341188,NA,NA,NA,NA,NA,NA,0.000409019,2.79E-05,NA,NA
235,Phase 2,"full-scale
distribution system
",2/9/18,not applicable,bulkwater,site_7,NA,NA,0.005927769,1.011415474,0.004126064,1.038814511,0.001801706,1.449860976,NA,NA,NA,NA,NA,NA,0.005927769,0.001801706,NA,NA
384,Phase 2,"full-scale
distribution system
",2/9/18,not applicable,bulkwater,site_9,NA,NA,0.000994545,1.070042836,0.00096049,1.189699922,3.41E-05,1.600117988,NA,NA,NA,NA,NA,NA,0.000994545,3.41E-05,NA,NA
369,Phase 2,"full-scale
distribution system
",2/9/18,not applicable,bulkwater,site_15,NA,NA,0.006317807,1.100699758,0.002342358,1.139037195,0.003975449,1.583965179,NA,NA,NA,NA,NA,NA,0.006317807,0.003975449,NA,NA
390,Phase 2,"full-scale
distribution system
",2/14/18,not applicable,bulkwater,site_15,NA,NA,0.006263143,1.036107732,0.006485659,1.233623472,0,1.611007791,NA,NA,NA,NA,NA,NA,0.006263143,1.83E-05,NA,NA
356,Phase 2,"full-scale
distribution system
",3/1/18,not applicable,bulkwater,site_15,NA,NA,0.008380612,1.085653752,0.003120354,1.125508033,0.005260257,1.563781443,NA,NA,NA,NA,NA,NA,0.008380612,0.005260257,NA,NA
171,Phase 2,"full-scale
distribution system
",3/22/18,not applicable,bulkwater,site_15,NA,NA,0.016062152,1.014696332,0.004912614,1.026722333,0.011149539,1.443526028,NA,NA,NA,NA,NA,NA,0.016062152,0.011149539,NA,NA
193,Phase 2,"full-scale
distribution system
",2/7/18,not applicable,bulkwater,site_18,NA,NA,0.000355491,1.659587003,0.000260025,1.031357843,9.55E-05,1.953951898,NA,NA,NA,NA,NA,NA,0.000355491,9.55E-05,NA,NA
274,Phase 2,"full-scale
distribution system
",2/9/18,not applicable,bulkwater,site_10,NA,NA,0.00086386,1.118821923,0.00097981,1.055320792,0,1.538006655,NA,NA,NA,NA,NA,NA,0.00086386,1.83E-05,NA,NA
286,Phase 2,"full-scale
distribution system
",2/16/18,not applicable,bulkwater,site_10,NA,NA,0.006356869,1.028788929,0.005083064,1.063275486,0.001273805,1.479513913,NA,NA,NA,NA,NA,NA,0.006356869,0.001273805,NA,NA
387,Phase 2,"full-scale
distribution system
",3/1/18,not applicable,bulkwater,site_10,NA,NA,0.000717353,1.391880331,0.000755416,1.205566566,0,1.841391214,NA,NA,NA,NA,NA,NA,0.000717353,1.83E-05,NA,NA
392,Phase 2,"full-scale
distribution system
",3/1/18,not applicable,bulkwater,site_10,NA,NA,0.000793229,1.562858685,0.000724606,1.300681872,6.86E-05,2.033297962,NA,NA,NA,NA,NA,NA,0.000793229,6.86E-05,NA,NA
186,Phase 2,"full-scale
distribution system
",3/22/18,not applicable,bulkwater,site_10,NA,NA,0.000696455,1.023784573,0.000749921,1.029783891,0,1.452098383,NA,NA,NA,NA,NA,NA,0.000696455,1.83E-05,NA,NA
221,Phase 2,"full-scale
distribution system
",3/22/18,not applicable,bulkwater,site_10,NA,NA,0.000732043,1.010044499,0.000732881,1.036603856,0,1.447320781,NA,NA,NA,NA,NA,NA,0.000732043,1.83E-05,NA,NA
334,Phase 2,"full-scale
distribution system
",2/7/18,not applicable,bulkwater,site_10,NA,NA,0.00024846,1.052904823,0.000277773,1.098820255,0,1.521845761,NA,NA,NA,NA,NA,NA,0.00024846,1.83E-05,NA,NA
289,Phase 2,"full-scale
distribution system
",2/7/18,not applicable,bulkwater,site_23,NA,NA,0.000618412,1.076161001,0.000751709,1.070410754,0,1.51786089,NA,NA,NA,NA,NA,NA,0.000618412,1.83E-05,NA,NA
161,Phase 2,"full-scale
distribution system
",2/7/18,not applicable,bulkwater,site_24,NA,NA,0.000354213,1.119492846,0.000284018,1.026078628,7.02E-05,1.518585388,NA,NA,NA,NA,NA,NA,0.000354213,7.02E-05,NA,NA
293,Phase 2,"full-scale
distribution system
",2/14/18,not applicable,bulkwater,site_24,NA,NA,0.001799053,1.110897194,0.001209048,1.065834804,0.000590005,1.539511743,NA,NA,NA,NA,NA,NA,0.001799053,0.000590005,NA,NA
21,Phase 2,"full-scale
distribution system
",3/1/18,not applicable,bulkwater,site_24,NA,NA,0.002959001,1.241377421,0.001297338,1.005153709,0.001661663,1.597295176,NA,NA,NA,NA,NA,NA,0.002959001,0.001661663,NA,NA
254,Phase 2,"full-scale
distribution system
",3/22/18,not applicable,bulkwater,site_24,NA,NA,0.000434769,1.064722839,0.00026428,1.04750975,0.000170489,1.49362358,NA,NA,NA,NA,NA,NA,0.000434769,0.000170489,NA,NA
139,Phase 2,"full-scale
distribution system
",2/7/18,not applicable,bulkwater,site_21,NA,NA,0.000460222,1.365690395,0.000620352,1.02227222,0,1.705916395,NA,NA,NA,NA,NA,NA,0.000460222,1.83E-05,NA,NA
317,Phase 2,"full-scale
distribution system
",2/7/18,not applicable,bulkwater,site_20,NA,NA,0.000342021,1.145246524,0.000351025,1.086721069,0,1.578781899,NA,NA,NA,NA,NA,NA,0.000342021,1.83E-05,NA,NA
114,Phase 2,"full-scale
distribution system
",2/7/18,not applicable,bulkwater,site_3,NA,NA,0.000520456,1.235574405,0.000549465,1.018089763,0,1.600984345,NA,NA,NA,NA,NA,NA,0.000520456,1.83E-05,NA,NA
414,Phase 2,"full-scale
distribution system
",2/9/18,not applicable,bulkwater,site_16,NA,NA,0.01158027,1.018910478,0.000980942,4.156264624,0.010599329,4.279335718,NA,NA,NA,NA,NA,NA,0.01158027,0.010599329,NA,NA
29,Phase 1,transition loops (Phase 1),11/2/17,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.001306675,1.005655317,0.001083112,1.007580961,0.000223563,1.423573675,NA,NA,NA,NA,NA,NA,0.001306675,0.000223563,NA,NA
340,Phase 1,transition loops (Phase 1),11/6/17,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.000110451,1.030424461,8.16E-05,1.11085732,2.88E-05,1.515182681,NA,NA,NA,NA,NA,NA,0.000110451,2.88E-05,NA,NA
52,Phase 1,transition loops (Phase 1),11/9/17,100% conventional,bulkwater,Loop_1,Between_Batch,NA,0.000640946,1.008981124,0.000638964,1.009525476,1.98E-06,1.427299756,NA,NA,NA,NA,NA,NA,0.000640946,1.83E-05,NA,NA
353,Phase 1,transition loops (Phase 1),11/13/17,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.000101507,1.005055885,0.000100022,1.119401736,1.49E-06,1.504392761,NA,NA,NA,NA,NA,NA,0.000101507,1.83E-05,NA,NA
294,Phase 1,transition loops (Phase 1),11/20/17,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.000266263,1.004980143,0.000233532,1.068763804,3.27E-05,1.467051858,NA,NA,NA,NA,NA,NA,0.000266263,3.27E-05,NA,NA
170,Phase 1,transition loops (Phase 1),11/27/17,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.050004529,1.027037708,0.000943278,1.025019876,0.049061251,1.451024535,NA,NA,NA,NA,NA,NA,0.050004529,0.049061251,NA,NA
232,Phase 1,transition loops (Phase 1),12/4/17,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.039416074,1.039183767,0.000741725,1.039327482,0.038674349,1.469729402,NA,NA,NA,NA,NA,NA,0.039416074,0.038674349,NA,NA
15,Phase 1,transition loops (Phase 1),12/7/17,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.018671955,1.036299139,0.000481761,1.004008935,0.018190193,1.44289634,NA,NA,NA,NA,NA,NA,0.018671955,0.018190193,NA,NA
204,Phase 1,transition loops (Phase 1),12/11/17,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.233849725,1.011606438,0.005931195,1.031044562,0.22791853,1.444437771,NA,NA,NA,NA,NA,NA,0.233849725,0.22791853,NA,NA
163,Phase 1,transition loops (Phase 1),12/18/17,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.012208009,1.020432832,0.001275107,1.023899295,0.010932902,1.445563188,NA,NA,NA,NA,NA,NA,0.012208009,0.010932902,NA,NA
3,Phase 1,transition loops (Phase 1),12/29/17,100% conventional,biofilm,Loop_1,Batch_End,39.27,NA,NA,NA,NA,NA,NA,0.046461133,1.05490008,0.025301566,1.017052787,0.021159567,1.465336327,NA,NA,0.046461133,0.021159567
96,Phase 1,transition loops (Phase 1),1/1/18,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.002659605,1.108394553,0.002428347,1.013987547,0.000231258,1.502234745,NA,NA,NA,NA,NA,NA,0.002659605,0.000231258,NA,NA
25,Phase 1,transition loops (Phase 1),1/5/18,100% conventional,biofilm,Loop_1,Batch_End,39.27,NA,NA,NA,NA,NA,NA,0.068571398,1.032670158,0.048295068,1.010646793,0.020276331,1.444927194,NA,NA,0.068571398,0.020276331
276,Phase 1,transition loops (Phase 1),1/5/18,100% conventional,bulkwater,Loop_1,Batch_End,NA,0.004379165,1.033229247,0.001081205,1.055281558,0.00329796,1.476882474,NA,NA,NA,NA,NA,NA,0.004379165,0.00329796,NA,NA
50,Phase 2,transition loops (Phase 2),1/8/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Phase 2,transition loops (Phase 2),1/8/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.008646054,1.01785957,0.007397215,1.011124537,0.001248839,1.434716325,NA,NA,NA,NA,NA,NA,0.008646054,0.001248839,NA,NA
7,Phase 2,transition loops (Phase 2),1/11/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.068394232,1.030276092,0.063865154,1.002325594,0.004529078,1.437402318,NA,NA,NA,NA,NA,NA,0.068394232,0.004529078,NA,NA
70,Phase 2,transition loops (Phase 2),1/11/18,"90% advanced
10% conventional",biofilm,Loop_1,Batch_End,39.27,NA,NA,NA,NA,NA,NA,0.327532276,1.00732305,0.250265118,1.038071078,0.077267159,1.446475472,NA,NA,0.327532276,0.077267159
89,Phase 2,transition loops (Phase 2),1/15/18,"90% advanced
10% conventional",biofilm,Loop_1,Batch_End,39.27,NA,NA,NA,NA,NA,NA,0.105888402,1.100600773,0.070617776,1.004028033,0.035270626,1.489763187,NA,NA,0.105888402,0.035270626
98,Phase 2,transition loops (Phase 2),1/15/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.011699759,1.024998105,0.007499082,1.014713943,0.004200678,1.442312554,NA,NA,NA,NA,NA,NA,0.011699759,0.004200678,NA,NA
112,Phase 2,transition loops (Phase 2),1/18/18,"90% advanced
10% conventional",biofilm,Loop_1,Batch_End,39.27,NA,NA,NA,NA,NA,NA,0.100632148,1.028260328,0.048081082,1.012114118,0.052551066,1.44280778,NA,NA,0.100632148,0.052551066
291,Phase 2,transition loops (Phase 2),1/18/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.005515633,1.014949554,0.007334091,1.06819962,0,1.473490083,NA,NA,NA,NA,NA,NA,0.005515633,1.83E-05,NA,NA
310,Phase 2,transition loops (Phase 2),1/29/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.001374745,1.061152061,0.001273477,1.079686417,0.000101268,1.513858136,NA,NA,NA,NA,NA,NA,0.001374745,0.000101268,NA,NA
279,Phase 2,transition loops (Phase 2),1/31/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.004543562,1.025743719,0.004886548,1.057005437,0,1.472891941,NA,NA,NA,NA,NA,NA,0.004543562,1.83E-05,NA,NA
411,Phase 2,transition loops (Phase 2),2/4/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.004565449,1.022807028,0.001435219,1.575158915,0.003130229,1.878100057,NA,NA,NA,NA,NA,NA,0.004565449,0.003130229,NA,NA
134,Phase 2,transition loops (Phase 2),2/15/18,"90% advanced
10% conventional",biofilm,Loop_1,Batch_End,39.27,NA,NA,NA,NA,NA,NA,0.223381008,1.017283786,NA,NA,NA,NA,NA,NA,0.223381008,NA
176,Phase 2,transition loops (Phase 2),2/15/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.001230482,1.063752201,0.000624886,1.053670335,0.000605596,1.497260806,NA,NA,NA,NA,NA,NA,0.001230482,0.000605596,NA,NA
259,Phase 2,transition loops (Phase 2),2/19/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.000865676,1.042508557,0.000627034,1.051428772,0.000238642,1.48065072,NA,NA,NA,NA,NA,NA,0.000865676,0.000238642,NA,NA
155,Phase 2,transition loops (Phase 2),2/26/18,"90% advanced
10% conventional",biofilm,Loop_1,Batch_End,39.27,NA,NA,NA,NA,NA,NA,0.007969167,1.029852785,0.009405003,1.28541396,0,1.647084032,NA,NA,0.007969167,4.73E-05
311,Phase 2,transition loops (Phase 2),3/5/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.001044595,1.088419921,0.00090371,1.088812013,0.000140885,1.53953549,NA,NA,NA,NA,NA,NA,0.001044595,0.000140885,NA,NA
391,Phase 2,transition loops (Phase 2),3/12/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.010793531,1.135111014,0.000656505,1.319549046,0.010137025,1.740599522,NA,NA,NA,NA,NA,NA,0.010793531,0.010137025,NA,NA
200,Phase 2,transition loops (Phase 2),3/19/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.001816006,1.015475188,0.000706229,1.031413444,0.001109777,1.447412709,NA,NA,NA,NA,NA,NA,0.001816006,0.001109777,NA,NA
217,Phase 2,transition loops (Phase 2),3/26/18,"90% advanced
10% conventional",biofilm,Loop_1,Batch_End,39.27,NA,NA,NA,NA,NA,NA,5.634982945,1.142682451,0.135106023,1.019659682,5.499876922,1.531479366,NA,NA,5.634982945,5.499876922
337,Phase 2,transition loops (Phase 2),3/26/18,"90% advanced
10% conventional",bulkwater,Loop_1,Batch_End,NA,0.028473212,1.076102731,0.002679801,1.098801107,0.025793411,1.537973004,NA,NA,NA,NA,NA,NA,0.028473212,0.025793411,NA,NA
2,Phase 1,transition loops (Phase 1),11/2/17,100% conventional,bulkwater,Loop_2,Batch_End,NA,0.001050769,1.061131183,0.000846864,1,0.000203905,1.45808072,NA,NA,NA,NA,NA,NA,0.001050769,0.000203905,NA,NA
142,Phase 1,transition loops (Phase 1),11/6/17,100% conventional,bulkwater,Loop_2,Batch_End,NA,0.000206953,1.140428415,0.000179345,1.023833466,2.76E-05,1.532583419,NA,NA,NA,NA,NA,NA,0.000206953,2.76E-05,NA,NA
20,Phase 1,transition loops (Phase 1),11/9/17,100% conventional,bulkwater,Loop_2,Between_Batch,NA,0.001171771,1.011601419,0.001105384,1.004636151,6.64E-05,1.425703766,NA,NA,NA,NA,NA,NA,0.001171771,6.64E-05,NA,NA
