"","Phase","adj_loc","sample_date","influent_composition","broad_location","location_code_orig","batch_end_or_start","batch_sample_date","temp_C","total_Cl2_mg.L","free_Cl2_mg.L"
"1101","Phase 1","transition loops (Phase 1)",2017-11-18,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-20,19.4,0.13,NA
"1102","Phase 1","transition loops (Phase 1)",2017-11-25,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-27,23.9,0.13,NA
"1103","Phase 1","conventional control loop",2017-11-26,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-27,15.4,0.13,NA
"1104","Phase 1","conventional control loop",2017-12-06,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-07,13.3,0.13,NA
"1105","Phase 2","advanced blend loops",2018-03-04,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-05,12.2,0.13,NA
"1106","Phase 2","advanced blend loops",2018-03-17,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-19,14.1,0.13,NA
"1107","Phase 2","transition loops (Phase 2)",2018-03-23,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-26,15.9,0.13,NA
"1117","Phase 1","advanced blend loops",2017-12-03,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-12-04,18.4,0.14,NA
"1118","Phase 2","advanced blend loops",2018-02-08,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-09,15.8,0.14,NA
"1124","Phase 1","transition loops (Phase 1)",2017-11-17,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-20,19.6,0.15,NA
"1125","Phase 1","transition loops (Phase 1)",2017-12-20,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-21,11.9,0.15,NA
"1126","Phase 1","transition loops (Phase 1)",2017-12-28,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-29,19.3,0.15,NA
"1127","Phase 2","transition loops (Phase 2)",2018-01-30,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-01,18.9,0.15,NA
"1128","Phase 2","advanced blend loops",2018-02-04,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-05,18.2,0.15,NA
"1129","Phase 2","transition loops (Phase 2)",2018-02-08,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-09,16.3,0.15,NA
"1130","Phase 2","advanced blend loops",2018-02-22,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-23,9,0.15,NA
"1131","Phase 2","advanced blend loops",2018-02-26,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-27,15.1,0.15,NA
"1132","Phase 2","advanced blend loops",2018-03-10,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-12,17,0.15,NA
"1134","Phase 1","transition loops (Phase 1)",2017-11-19,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-20,16.2,0.16,NA
"1135","Phase 1","transition loops (Phase 1)",2017-12-01,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-04,15.8,0.16,NA
"1136","Phase 1","transition loops (Phase 1)",2017-12-01,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-04,16.1,0.16,NA
"1137","Phase 2","transition loops (Phase 2)",2018-01-11,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-01-12,14.5,0.16,NA
"1138","Phase 2","transition loops (Phase 2)",2018-01-21,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-01-22,16.2,0.16,NA
"1139","Phase 2","transition loops (Phase 2)",2018-02-03,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-05,18.1,0.16,NA
"1140","Phase 2","transition loops (Phase 2)",2018-02-07,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-09,14.1,0.16,NA
"1141","Phase 2","advanced blend loops",2018-02-26,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-27,14.1,0.16,NA
"1142","Phase 2","transition loops (Phase 2)",2018-03-10,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-12,16.8,0.16,NA
"1143","Phase 2","transition loops (Phase 2)",2018-03-13,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-15,16.1,0.16,NA
"1149","Phase 1","conventional control loop",2017-11-25,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-27,22,0.17,NA
"1150","Phase 1","advanced blend loops",2017-12-03,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2017-12-04,18.2,0.17,NA
"1151","Phase 2","transition loops (Phase 2)",2018-01-28,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-01-29,22.2,0.17,NA
"1152","Phase 2","transition loops (Phase 2)",2018-03-17,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-19,14.5,0.17,NA
"1153","Phase 2","transition loops (Phase 2)",2018-03-21,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-22,14.7,0.17,NA
"1154","Phase 2","advanced blend loops",2018-03-23,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-26,15.9,0.17,NA
"1159","Phase 1","conventional control loop",2017-11-12,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-13,16.2,0.18,NA
"1160","Phase 1","conventional control loop",2017-12-08,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-11,20.9,0.18,NA
"1161","Phase 2","transition loops (Phase 2)",2018-02-14,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-15,14.7,0.18,NA
"1162","Phase 2","transition loops (Phase 2)",2018-03-04,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-05,13.8,0.18,NA
"1163","Phase 2","advanced blend loops",2018-03-04,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-05,11.5,0.18,NA
"1173","Phase 1","conventional control loop",2017-11-19,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-20,15.5,0.19,NA
"1174","Phase 1","transition loops (Phase 1)",2018-01-03,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-01-05,20.2,0.19,NA
"1175","Phase 2","advanced blend loops",2018-01-28,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-01-29,22.7,0.19,NA
"1176","Phase 2","transition loops (Phase 2)",2018-02-22,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-23,9.4,0.19,NA
"1177","Phase 2","transition loops (Phase 2)",2018-03-09,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-12,17.1,0.19,NA
"1178","Phase 2","advanced blend loops",2018-03-10,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-12,16.7,0.19,NA
"1179","Phase 2","advanced blend loops",2018-03-11,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-12,16.5,0.19,NA
"1180","Phase 2","advanced blend loops",2018-03-21,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-22,14.7,0.19,NA
"1183","Phase 1","transition loops (Phase 1)",2017-11-11,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-13,16.2,0.2,NA
"1184","Phase 1","transition loops (Phase 1)",2017-11-23,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-27,24.5,0.2,NA
"1185","Phase 2","transition loops (Phase 2)",2018-01-28,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-01-29,24,0.2,NA
"1186","Phase 2","transition loops (Phase 2)",2018-02-08,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-09,15.7,0.2,NA
"1187","Phase 2","transition loops (Phase 2)",2018-03-07,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-08,14.4,0.2,NA
"1188","Phase 2","advanced blend loops",2018-03-23,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-26,15.9,0.2,NA
"1196","Phase 1","transition loops (Phase 1)",2017-11-17,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-20,19.3,0.21,NA
"1197","Phase 2","advanced blend loops",2018-01-21,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-01-22,14.6,0.21,NA
"1198","Phase 2","transition loops (Phase 2)",2018-02-04,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-05,19.8,0.21,NA
"1199","Phase 2","advanced blend loops",2018-02-04,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-05,17.7,0.21,NA
"1200","Phase 2","transition loops (Phase 2)",2018-03-20,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-22,13.4,0.21,NA
"1201","Phase 2","advanced blend loops",2018-03-21,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-22,14.7,0.21,NA
"1209","Phase 2","advanced blend loops",2018-02-08,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-09,15.9,0.22,NA
"1210","Phase 2","transition loops (Phase 2)",2018-02-26,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-27,17.9,0.22,NA
"1211","Phase 2","advanced blend loops",2018-03-03,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-05,16.1,0.22,NA
"1212","Phase 2","transition loops (Phase 2)",2018-03-23,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-26,15.8,0.22,NA
"1216","Phase 1","advanced blend loops",2017-12-25,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-12-26,18.1,0.23,NA
"1217","Phase 2","advanced blend loops",2018-01-24,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-01-25,13.8,0.23,NA
"1218","Phase 2","advanced blend loops",2018-01-28,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-01-29,22.3,0.23,NA
"1219","Phase 2","advanced blend loops",2018-01-30,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-01,19,0.23,NA
"1220","Phase 2","advanced blend loops",2018-01-31,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-01,16.7,0.23,NA
"1221","Phase 2","transition loops (Phase 2)",2018-02-10,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-12,17.1,0.23,NA
"1222","Phase 2","advanced blend loops",2018-03-13,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-15,16.1,0.23,NA
"1223","Phase 2","advanced blend loops",2018-03-13,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-15,15.9,0.23,NA
"1224","Phase 2","transition loops (Phase 2)",2018-03-16,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-19,11.3,0.23,NA
"1225","Phase 2","advanced blend loops",2018-03-17,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-19,14,0.23,NA
"1231","Phase 1","transition loops (Phase 1)",2017-11-16,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-20,19.9,0.24,NA
"1232","Phase 1","transition loops (Phase 1)",2017-11-24,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-27,24.8,0.24,NA
"1233","Phase 1","conventional control loop",2017-12-01,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-04,15.4,0.24,NA
"1234","Phase 1","transition loops (Phase 1)",2017-12-25,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-26,18.1,0.24,NA
"1235","Phase 1","conventional control loop",2017-12-25,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-26,17.6,0.24,NA
"1236","Phase 1","transition loops (Phase 1)",2017-12-31,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-01-01,15.1,0.24,NA
"1237","Phase 2","advanced blend loops",2018-02-11,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-12,14.9,0.24,NA
"1238","Phase 2","advanced blend loops",2018-02-18,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-19,18.6,0.24,NA
"1240","Phase 1","conventional control loop",2017-11-18,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-20,16.7,0.25,NA
"1241","Phase 1","transition loops (Phase 1)",2017-11-28,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-30,11.7,0.25,NA
"1242","Phase 2","advanced blend loops",2018-01-21,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-01-22,14.5,0.25,NA
"1243","Phase 2","advanced blend loops",2018-02-14,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-15,14.3,0.25,NA
"1246","Phase 1","transition loops (Phase 1)",2017-11-12,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-13,16.4,0.26,NA
"1247","Phase 1","advanced blend loops",2017-12-02,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-12-04,15.6,0.26,NA
"1248","Phase 2","transition loops (Phase 2)",2018-01-24,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-01-25,13.7,0.26,NA
"1249","Phase 2","advanced blend loops",2018-02-03,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-05,18.6,0.26,NA
"1250","Phase 2","advanced blend loops",2018-02-07,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-09,13.9,0.26,NA
"1251","Phase 2","advanced blend loops",2018-02-11,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-12,14.9,0.26,NA
"1252","Phase 2","advanced blend loops",2018-03-07,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-08,14.3,0.26,NA
"1253","Phase 2","advanced blend loops",2018-03-20,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-22,13.3,0.26,NA
"1260","Phase 1","transition loops (Phase 1)",2017-11-10,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-13,18.1,0.27,NA
"1261","Phase 1","advanced blend loops",2017-11-19,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-11-20,16.9,0.27,NA
"1262","Phase 1","transition loops (Phase 1)",2017-12-05,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-07,17.8,0.27,NA
"1263","Phase 2","transition loops (Phase 2)",2018-01-24,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-01-25,14.1,0.27,NA
"1264","Phase 2","transition loops (Phase 2)",2018-02-21,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-23,9.1,0.27,NA
"1265","Phase 2","advanced blend loops",2018-02-21,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-23,8.7,0.27,NA
"1266","Phase 2","transition loops (Phase 2)",2018-02-25,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-27,11.7,0.27,NA
"1270","Phase 1","conventional control loop",2017-11-11,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-13,16,0.28,NA
"1271","Phase 2","transition loops (Phase 2)",2018-01-31,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-01,17.1,0.28,NA
"1272","Phase 2","advanced blend loops",2018-02-18,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-19,18.2,0.28,NA
"1274","Phase 1","conventional control loop",2017-11-28,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-30,11.1,0.29,NA
"1275","Phase 1","advanced blend loops",2017-11-29,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-11-30,16.3,0.29,NA
"1276","Phase 2","transition loops (Phase 2)",2018-01-31,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-01,16.5,0.29,NA
"1277","Phase 2","transition loops (Phase 2)",2018-02-17,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-19,14.9,0.29,NA
"1278","Phase 2","transition loops (Phase 2)",2018-03-03,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-05,15.2,0.29,NA
"1279","Phase 2","advanced blend loops",2018-03-03,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-05,15.9,0.29,NA
"1280","Phase 2","transition loops (Phase 2)",2018-03-06,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-08,16.9,0.29,NA
"1281","Phase 2","advanced blend loops",2018-03-09,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-12,16.3,0.29,NA
"1282","Phase 2","advanced blend loops",2018-03-16,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-19,11,0.29,NA
"1285","Phase 1","conventional control loop",2017-11-24,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-27,22.6,0.3,NA
"1286","Phase 1","advanced blend loops",2017-12-10,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-12-11,20.9,0.3,NA
"1287","Phase 2","advanced blend loops",2018-01-24,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-01-25,13.9,0.3,NA
"1288","Phase 2","transition loops (Phase 2)",2018-02-07,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-09,13.8,0.3,NA
"1289","Phase 2","transition loops (Phase 2)",2018-02-14,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-15,14.2,0.3,NA
"1290","Phase 2","transition loops (Phase 2)",2018-02-18,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-19,19.7,0.3,NA
"1296","Phase 2","transition loops (Phase 2)",2018-01-20,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-01-22,13.6,0.31,NA
"1297","Phase 2","transition loops (Phase 2)",2018-02-03,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-05,20.3,0.31,NA
"1298","Phase 2","transition loops (Phase 2)",2018-03-09,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-12,18.9,0.31,NA
"1300","Phase 1","transition loops (Phase 1)",2017-11-28,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-30,11.3,0.32,NA
"1301","Phase 1","conventional control loop",2017-12-05,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-07,15.9,0.32,NA
"1302","Phase 1","advanced blend loops",2017-12-06,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-12-07,13.2,0.32,NA
"1303","Phase 1","transition loops (Phase 1)",2017-12-17,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-18,18.9,0.32,NA
"1304","Phase 2","transition loops (Phase 2)",2018-01-21,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-01-22,14.9,0.32,NA
"1305","Phase 2","advanced blend loops",2018-01-31,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-01,16.8,0.32,NA
"1306","Phase 2","transition loops (Phase 2)",2018-02-06,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-09,15.9,0.32,NA
"1307","Phase 2","advanced blend loops",2018-03-07,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-08,14.1,0.32,NA
"1312","Phase 1","transition loops (Phase 1)",2017-11-11,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-13,18,0.33,NA
"1313","Phase 1","advanced blend loops",2017-11-18,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-11-20,17.1,0.33,NA
"1314","Phase 1","advanced blend loops",2017-12-02,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2017-12-04,15.5,0.33,NA
"1315","Phase 2","transition loops (Phase 2)",2018-01-27,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-01-29,17.1,0.33,NA
"1316","Phase 2","advanced blend loops",2018-02-10,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-12,17,0.33,NA
"1320","Phase 1","conventional control loop",2017-11-17,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-20,19.1,0.34,NA
"1321","Phase 1","conventional control loop",2017-12-17,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-18,17.9,0.34,NA
"1322","Phase 2","advanced blend loops",2018-01-27,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-01-29,14.5,0.34,NA
"1323","Phase 2","advanced blend loops",2018-02-03,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-05,18.1,0.34,NA
"1324","Phase 2","transition loops (Phase 2)",2018-03-16,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-19,11,0.34,NA
"1329","Phase 1","transition loops (Phase 1)",2017-11-16,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-20,19.5,0.35,NA
"1330","Phase 1","advanced blend loops",2017-12-01,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-12-04,15.8,0.35,NA
"1331","Phase 1","transition loops (Phase 1)",2017-12-13,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-14,22.4,0.35,NA
"1332","Phase 2","transition loops (Phase 2)",2018-01-10,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-01-12,14.7,0.35,NA
"1333","Phase 2","advanced blend loops",2018-02-07,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-09,14,0.35,NA
"1334","Phase 2","advanced blend loops",2018-02-10,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-12,17.1,0.35,NA
"1335","Phase 2","advanced blend loops",2018-02-22,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-23,9.1,0.35,NA
"1336","Phase 2","advanced blend loops",2018-03-09,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-12,15.2,0.35,NA
"1340","Phase 1","advanced blend loops",2017-11-29,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2017-11-30,16.3,0.36,NA
"1341","Phase 1","transition loops (Phase 1)",2017-12-15,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-12-18,20.3,0.36,NA
"1342","Phase 1","advanced blend loops",2017-12-24,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-12-26,15,0.36,NA
"1343","Phase 2","advanced blend loops",2018-01-20,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-01-22,13.9,0.36,NA
"1344","Phase 2","transition loops (Phase 2)",2018-01-27,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-01-29,13.6,0.36,NA
"1345","Phase 2","advanced blend loops",2018-02-25,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-02-27,12.3,0.36,NA
"1348","Phase 2","transition loops (Phase 2)",2018-02-22,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-23,8.9,0.37,NA
"1349","Phase 2","transition loops (Phase 2)",2018-02-24,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-27,10.5,0.37,NA
"1350","Phase 2","advanced blend loops",2018-03-20,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-22,13.2,0.37,NA
"1355","Phase 1","transition loops (Phase 1)",2017-11-22,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-11-27,25,0.38,NA
"1356","Phase 1","transition loops (Phase 1)",2017-11-23,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-11-27,26.9,0.38,NA
"1357","Phase 1","advanced blend loops",2017-12-09,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2017-12-11,22.5,0.38,NA
"1358","Phase 1","advanced blend loops",2017-12-10,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2017-12-11,21.7,0.38,NA
"1359","Phase 1","conventional control loop",2017-12-24,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-12-26,14.9,0.38,NA
"1360","Phase 1","advanced blend loops",2017-12-25,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2017-12-26,17.9,0.38,NA
"1361","Phase 2","transition loops (Phase 2)",2018-02-13,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-02-15,12.4,0.38,NA
"1362","Phase 2","advanced blend loops",2018-02-14,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-15,14.4,0.38,NA
"1363","Phase 2","transition loops (Phase 2)",2018-02-28,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-01,8.9,0.38,NA
"1364","Phase 2","advanced blend loops",2018-02-28,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-01,8.6,0.38,NA
"1365","Phase 2","transition loops (Phase 2)",2018-03-02,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Between_Batch",2018-03-05,9.9,0.38,NA
"1368","Phase 1","transition loops (Phase 1)",2017-10-25,"100% conventional","Pipe_Loop","Loop_1","Between_Batch",2017-10-26,27.1,0.39,NA
"1369","Phase 1","conventional control loop",2017-11-10,"100% conventional","Pipe_Loop","Loop_5","Between_Batch",2017-11-13,18.1,0.39,NA
"1370","Phase 2","advanced blend loops",2018-01-20,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-01-22,13.6,0.39,NA
"1371","Phase 2","advanced blend loops",2018-02-21,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-02-23,8.8,0.39,NA
"1372","Phase 2","advanced blend loops",2018-03-06,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2018-03-08,14.8,0.39,NA
"1373","Phase 2","transition loops (Phase 2)",2018-03-20,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-03-22,13.3,0.39,NA
"1376","Phase 1","advanced blend loops",2017-12-01,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Between_Batch",2017-12-04,15.8,0.4,NA
"1377","Phase 2","advanced blend loops",2018-01-27,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-01-29,13.5,0.4,NA
"1378","Phase 2","transition loops (Phase 2)",2018-02-11,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Between_Batch",2018-02-12,15.6,0.4,NA
"1379","Phase 2","advanced blend loops",2018-03-16,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Between_Batch",2018-03-19,11.3,0.4,NA
"1384","Phase 1","transition loops (Phase 1)",2017-12-24,"100% conventional","Pipe_Loop","Loop_2","Between_Batch",2017-12-26,17,0.41,NA
