"","Phase","adj_loc","sample_date","influent_composition","broad_location","location_code_orig","batch_end_or_start","batch_sample_date","temp_C","total_Cl2_mg.L","free_Cl2_mg.L"
"1","Phase 1","advanced blend loops",2017-11-27,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-11-30,18.7,0.61,0
"2","Phase 2","advanced blend loops",2018-02-23,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-02-27,12.1,0.78,0
"3","Phase 2","advanced blend loops",2018-02-09,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-02-12,17.8,0.8,0
"4","Phase 2","transition loops (Phase 2)",2018-02-23,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-02-27,12.7,0.83,0
"5","Phase 1","transition loops (Phase 1)",2017-11-27,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-11-30,17.9,0.85,0
"6","Phase 1","transition loops (Phase 1)",2017-11-27,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-11-30,17.6,0.86,0
"7","Phase 2","advanced blend loops",2018-02-01,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-02-05,19.6,0.86,0
"8","Phase 2","advanced blend loops",2018-02-23,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-02-27,11.9,0.86,0
"9","Phase 1","advanced blend loops",2017-12-04,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-12-07,18,0.97,0
"10","Phase 1","advanced blend loops",2017-12-04,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-12-07,18.1,1.02,0
"11","Phase 1","advanced blend loops",2017-11-20,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-11-27,19.6,1.23,0
"12","Phase 2","advanced feedwater",2018-03-22,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-03-26,17.7,0.01,0.01
"13","Phase 2","advanced blend loops",2018-03-08,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-03-12,17.9,0.56,0.01
"14","Phase 2","advanced blend loops",2018-03-22,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-03-26,18.3,0.58,0.01
"16","Phase 2","advanced blend loops",2018-01-18,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-01-22,19.4,0.77,0.01
"17","Phase 2","advanced blend loops",2018-02-12,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-02-15,16.5,0.77,0.01
"33","Phase 2","transition loops (Phase 2)",2018-03-12,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-03-15,18.4,0.31,0.02
"34","Phase 2","transition loops (Phase 2)",2018-03-22,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-03-26,18.5,0.57,0.02
"35","Phase 2","advanced blend loops",2018-03-22,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-03-26,18.3,0.57,0.02
"36","Phase 2","transition loops (Phase 2)",2018-03-22,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-03-26,18.2,0.58,0.02
"37","Phase 2","advanced blend loops",2018-03-01,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-03-05,13.4,0.68,0.02
"38","Phase 2","transition loops (Phase 2)",2018-02-12,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-02-15,16.3,0.68,0.02
"40","Phase 2","transition loops (Phase 2)",2018-02-12,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-02-15,16.4,0.72,0.02
"41","Phase 2","transition loops (Phase 2)",2018-02-05,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-02-09,21.4,0.77,0.02
"42","Phase 2","advanced blend loops",2018-02-01,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-02-05,20.1,0.79,0.02
"43","Phase 2","transition loops (Phase 2)",2018-02-19,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-02-23,14.3,0.79,0.02
"44","Phase 2","advanced blend loops",2018-02-05,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-02-09,19.3,0.81,0.02
"45","Phase 2","transition loops (Phase 2)",2018-02-01,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-02-05,21,0.82,0.02
"46","Phase 2","transition loops (Phase 2)",2018-02-05,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-02-09,18.5,0.83,0.02
"47","Phase 2","advanced blend loops",2018-02-05,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-02-09,18.6,0.85,0.02
"48","Phase 2","transition loops (Phase 2)",2018-01-25,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-01-29,15.7,0.89,0.02
"49","Phase 2","transition loops (Phase 2)",2018-01-25,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-01-29,17.4,0.9,0.02
"52","Phase 2","advanced blend loops",2018-02-15,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-02-19,17.9,0.96,0.02
"56","Phase 2","transition loops (Phase 2)",2018-02-15,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-02-19,18.2,0.99,0.02
"64","Phase 1","advanced blend loops",2017-10-26,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-10-30,NA,2.08,0.02
"65","Phase 1","advanced blend loops",2017-11-02,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-11-06,19.3,2.2,0.02
"66","Phase 1","advanced blend loops",2017-10-26,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-10-30,NA,2.3,0.02
"67","Phase 2","conventional feedwater",2018-02-23,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-02-27,10.6,2.7,0.02
"68","Phase 2","transition loops (Phase 2)",2018-03-08,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-03-12,18.1,0.49,0.03
"71","Phase 2","advanced blend loops",2018-03-19,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-03-22,15.7,0.68,0.03
"72","Phase 2","advanced blend loops",2018-03-19,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-03-22,15.5,0.81,0.03
"73","Phase 2","transition loops (Phase 2)",2018-02-01,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-02-05,19.8,0.82,0.03
"75","Phase 2","advanced blend loops",2018-01-22,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-01-25,17.1,0.84,0.03
"77","Phase 2","transition loops (Phase 2)",2018-02-19,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-02-23,14.9,0.85,0.03
"83","Phase 2","transition loops (Phase 2)",2018-02-15,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-02-19,18.5,0.95,0.03
"84","Phase 2","transition loops (Phase 2)",2018-01-29,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-02-01,18.6,0.97,0.03
"85","Phase 2","advanced blend loops",2018-02-15,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-02-19,17.8,0.98,0.03
"90","Phase 2","transition loops (Phase 2)",2018-02-09,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-02-12,18.4,1.08,0.03
"95","Phase 2","transition loops (Phase 2)",2018-01-08,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-01-12,18.9,1.19,0.03
"98","Phase 2","transition loops (Phase 2)",2018-01-15,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-01-18,18.3,1.32,0.03
"100","Phase 1","transition loops (Phase 1)",2017-12-11,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-12-14,20.1,1.37,0.03
"101","Phase 2","transition loops (Phase 2)",2018-01-05,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-01-08,20.5,1.49,0.03
"102","Phase 2","transition loops (Phase 2)",2018-01-05,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-01-08,20.1,1.55,0.03
"106","Phase 2","conventional control loop",2018-01-18,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-01-22,16.9,1.73,0.03
"110","Phase 2","conventional feedwater",2018-02-15,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-02-19,17.7,2.03,0.03
"112","Phase 1","transition loops (Phase 1)",2017-10-26,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-10-30,NA,2.1,0.03
"113","Phase 1","conventional control loop",2017-10-26,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-10-30,NA,2.1,0.03
"116","Phase 1","conventional feedwater",2017-12-11,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-12-14,NA,2.5,0.03
"117","Phase 2","advanced blend loops",2018-03-12,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-03-15,18.5,0.38,0.04
"118","Phase 2","advanced blend loops",2018-02-19,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-02-23,14,0.53,0.04
"121","Phase 2","transition loops (Phase 2)",2018-03-19,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-03-22,15.7,0.75,0.04
"122","Phase 2","advanced blend loops",2018-01-18,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-01-22,19,0.79,0.04
"123","Phase 2","transition loops (Phase 2)",2018-01-18,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-01-22,19.7,0.83,0.04
"125","Phase 2","advanced blend loops",2018-01-29,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-02-01,18.6,0.92,0.04
"130","Phase 1","conventional feedwater",2017-11-13,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-11-20,NA,1.3,0.04
"131","Phase 1","advanced blend loops",2017-11-20,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-11-27,19.4,1.37,0.04
"132","Phase 2","advanced blend loops",2018-01-05,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-01-08,19.6,1.37,0.04
"133","Phase 2","transition loops (Phase 2)",2018-01-15,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-01-18,18.4,1.38,0.04
"134","Phase 1","advanced blend loops",2017-12-29,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-01-01,19.4,1.42,0.04
"135","Phase 2","advanced blend loops",2018-01-15,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-01-18,18.3,1.61,0.04
"141","Phase 1","advanced blend loops",2017-11-02,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-11-06,20.1,2,0.04
"142","Phase 2","conventional feedwater",2018-03-22,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-03-26,16.6,2,0.04
"151","Phase 2","conventional feedwater",2018-03-12,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-03-15,18.5,2.38,0.04
"153","Phase 2","conventional feedwater",2018-02-19,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-02-23,15.5,2.49,0.04
"154","Phase 2","advanced blend loops",2018-03-12,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-03-15,18.3,0.34,0.05
"156","Phase 2","transition loops (Phase 2)",2018-03-08,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-03-12,18.5,0.64,0.05
"157","Phase 2","transition loops (Phase 2)",2018-03-01,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-03-05,13.1,0.69,0.05
"159","Phase 2","advanced blend loops",2018-02-27,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-03-01,12.3,0.78,0.05
"160","Phase 2","advanced blend loops",2018-03-01,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-03-05,12.9,0.79,0.05
"161","Phase 2","transition loops (Phase 2)",2018-03-19,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-03-22,16.2,0.79,0.05
"163","Phase 2","advanced blend loops",2018-01-25,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-01-29,16.1,0.93,0.05
"165","Phase 1","transition loops (Phase 1)",2017-12-04,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-12-07,17.7,0.99,0.05
"166","Phase 2","advanced blend loops",2018-01-22,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-01-25,17.5,1.07,0.05
"169","Phase 1","advanced blend loops",2017-12-29,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-01-01,19.5,1.25,0.05
"171","Phase 1","advanced blend loops",2018-01-01,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-01-05,16.6,1.28,0.05
"172","Phase 1","conventional feedwater",2017-12-21,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-12-29,NA,1.29,0.05
"173","Phase 1","advanced blend loops",2018-01-01,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-01-05,16.4,1.32,0.05
"174","Phase 2","conventional feedwater",2018-01-12,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-01-15,17.7,1.4,0.05
"175","Phase 2","conventional feedwater",2018-01-08,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-01-12,18.3,1.5,0.05
"176","Phase 2","advanced blend loops",2018-01-15,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-01-18,18.4,1.64,0.05
"179","Phase 2","conventional feedwater",2018-01-15,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-01-18,16.6,1.8,0.05
"182","Phase 1","transition loops (Phase 1)",2017-11-02,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-11-06,19.4,2.05,0.05
"183","Phase 1","conventional feedwater",2017-11-02,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-11-06,NA,2.05,0.05
"184","Phase 1","transition loops (Phase 1)",2017-11-02,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-11-06,19.8,2.05,0.05
"187","Phase 2","conventional feedwater",2018-02-09,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-02-12,15.3,2.2,0.05
"188","Phase 2","conventional feedwater",2018-03-15,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-03-19,15.3,2.2,0.05
"189","Phase 2","conventional feedwater",2018-03-19,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-03-22,15.8,2.2,0.05
"190","Phase 1","conventional feedwater",2017-12-18,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-12-21,NA,2.3,0.05
"192","Phase 1","conventional feedwater",2018-01-01,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-01-05,NA,2.4,0.05
"193","Phase 2","conventional feedwater",2018-02-12,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-02-15,15.1,2.46,0.05
"194","Phase 2","conventional feedwater",2018-02-01,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-02-05,15.3,2.5,0.05
"197","Phase 1","conventional feedwater",2017-12-29,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-01-01,NA,2.6,0.05
"200","Phase 2","transition loops (Phase 2)",2018-03-01,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-03-05,13.9,0.7,0.06
"201","Phase 2","advanced blend loops",2018-02-27,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-03-01,12.2,0.71,0.06
"202","Phase 2","transition loops (Phase 2)",2018-02-09,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-02-12,17.6,0.75,0.06
"204","Phase 1","transition loops (Phase 1)",2017-12-04,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-12-07,17.4,0.87,0.06
"206","Phase 1","conventional control loop",2017-12-04,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-12-07,17.7,1.02,0.06
"211","Phase 2","advanced blend loops",2018-01-05,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-01-08,19.8,1.54,0.06
"220","Phase 2","conventional feedwater",2018-01-05,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-01-08,NA,2.7,0.06
"222","Phase 2","transition loops (Phase 2)",2018-03-15,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-03-19,15,0.59,0.07
"224","Phase 2","advanced blend loops",2018-02-12,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-02-15,16.4,0.68,0.07
"225","Phase 2","advanced blend loops",2018-02-09,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-02-12,17.4,0.73,0.07
"228","Phase 2","transition loops (Phase 2)",2018-02-23,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-02-27,12.3,0.85,0.07
"229","Phase 2","transition loops (Phase 2)",2018-01-22,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-01-25,18.4,0.91,0.07
"230","Phase 2","advanced blend loops",2018-01-25,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-01-29,16.1,1.01,0.07
"235","Phase 2","advanced blend loops",2018-01-12,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-01-15,18.5,1.49,0.07
"238","Phase 1","advanced blend loops",2017-10-30,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-11-02,NA,2.03,0.07
"241","Phase 2","conventional feedwater",2018-03-01,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-03-05,14.8,2.2,0.07
"244","Phase 2","conventional feedwater",2018-02-05,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-02-09,15,2.6,0.07
"245","Phase 2","transition loops (Phase 2)",2018-03-12,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-03-15,19.6,0.42,0.08
"246","Phase 2","transition loops (Phase 2)",2018-01-18,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-01-22,19.3,0.92,0.08
"249","Phase 2","advanced blend loops",2018-01-12,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-01-15,18.6,1.66,0.08
"251","Phase 1","advanced blend loops",2017-10-30,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-11-02,NA,1.95,0.08
"253","Phase 2","conventional feedwater",2018-03-05,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-03-08,17.8,2,0.08
"254","Phase 1","transition loops (Phase 1)",2017-10-26,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-10-30,NA,2.04,0.08
"255","Phase 2","conventional feedwater",2018-01-22,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-01-25,15.6,2.2,0.08
"256","Phase 2","conventional feedwater",2018-03-08,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-03-12,16.5,2.2,0.08
"259","Phase 2","advanced blend loops",2018-03-08,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-03-12,17.9,0.64,0.09
"263","Phase 2","transition loops (Phase 2)",2018-01-12,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-01-15,18.9,1.66,0.09
"268","Phase 2","conventional control loop",2018-03-08,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-03-12,17.3,2.09,0.09
"269","Phase 2","conventional control loop",2018-02-19,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-02-23,14.1,2.11,0.09
"272","Phase 2","advanced blend loops",2018-02-19,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-02-23,14.1,0.66,0.1
"275","Phase 2","transition loops (Phase 2)",2018-03-15,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-03-19,15.7,0.831,0.1
"276","Phase 2","transition loops (Phase 2)",2018-01-12,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-01-15,18.8,1.7,0.1
"277","Phase 2","conventional control loop",2018-01-22,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-01-25,15.7,1.9,0.1
"282","Phase 2","conventional feedwater",2018-01-18,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-01-22,16.7,2.7,0.1
"283","Phase 2","advanced blend loops",2018-03-15,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-03-19,15.2,0.6,0.11
"285","Phase 2","conventional control loop",2018-03-12,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-03-15,17.9,1.74,0.11
"288","Phase 2","advanced blend loops",2018-01-29,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-02-01,19.2,0.8,0.12
"289","Phase 1","conventional feedwater",2017-11-06,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-11-13,NA,2.12,0.12
"290","Phase 1","conventional feedwater",2017-12-14,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-12-18,NA,2.5,0.12
"291","Phase 2","conventional feedwater",2018-01-25,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-01-29,14.5,2.2,0.13
"294","Phase 2","transition loops (Phase 2)",2018-02-27,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-03-01,12.4,0.68,0.14
"301","Phase 2","transition loops (Phase 2)",2018-01-22,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-01-25,17.1,0.94,0.25
"302","Phase 2","conventional feedwater",2018-02-27,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-03-01,14.8,2.2,0.25
"303","Phase 2","conventional feedwater",2018-01-29,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2018-02-01,15.2,2.2,0.26
"304","Phase 2","advanced blend loops",2018-03-15,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-03-19,15.6,0.73,0.27
"307","Phase 2","transition loops (Phase 2)",2018-01-29,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-02-01,21.2,0.82,0.31
"309","Phase 2","transition loops (Phase 2)",2018-02-27,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-03-01,13.1,0.69,0.42
"310","Phase 2","advanced blend loops",2018-01-08,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-01-12,19,1.62,0.42
"311","Phase 2","transition loops (Phase 2)",2018-01-08,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-01-12,18.9,1.68,0.48
"312","Phase 2","advanced blend loops",2018-01-08,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-01-12,18.8,1.72,0.85
"314","Phase 1","transition loops (Phase 1)",2017-12-07,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-12-11,28.8,0.37,NA
"315","Phase 1","advanced blend loops",2017-11-27,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-11-30,16.7,0.38,NA
"316","Phase 1","advanced blend loops",2017-11-13,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-11-20,16.1,0.43,NA
"317","Phase 1","transition loops (Phase 1)",2017-11-30,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-12-04,16.7,0.44,NA
"318","Phase 1","conventional control loop",2017-11-30,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-12-04,16.5,0.48,NA
"319","Phase 1","conventional control loop",2017-12-07,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-12-11,20.7,0.48,NA
"320","Phase 1","transition loops (Phase 1)",2017-11-30,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-12-04,16.4,0.54,NA
"321","Phase 1","advanced blend loops",2017-11-30,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-12-04,19.2,0.56,NA
"322","Phase 2","transition loops (Phase 2)",2018-03-05,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-03-08,17.8,0.57,NA
"323","Phase 2","advanced blend loops",2018-03-05,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2018-03-08,17.3,0.57,NA
"324","Phase 1","transition loops (Phase 1)",2017-12-07,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-12-11,26.1,0.57,NA
"325","Phase 1","advanced blend loops",2017-11-30,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-12-04,19.2,0.58,NA
"326","Phase 2","advanced blend loops",2018-03-05,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2018-03-08,17.6,0.62,NA
"327","Phase 1","advanced blend loops",2017-12-07,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-12-11,20.8,0.66,NA
"328","Phase 1","advanced blend loops",2017-12-07,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-12-11,21.3,0.67,NA
"329","Phase 2","transition loops (Phase 2)",2018-03-05,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-03-08,17.8,0.67,NA
"330","Phase 1","advanced blend loops",2017-12-11,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-12-14,20,0.79,NA
"331","Phase 1","advanced blend loops",2017-12-11,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-12-14,19.7,0.8,NA
"332","Phase 1","conventional control loop",2017-11-27,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-11-30,17.9,0.86,NA
"333","Phase 1","advanced blend loops",2017-12-21,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-12-26,13.3,0.93,NA
"334","Phase 1","advanced blend loops",2017-12-21,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-12-26,13.1,0.98,NA
"335","Phase 1","advanced blend loops",2017-12-18,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-12-21,18.2,1.1,NA
"336","Phase 1","advanced blend loops",2017-12-18,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-12-21,18.1,1.26,NA
"337","Phase 1","conventional control loop",2017-12-21,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-12-26,11.1,1.29,NA
"338","Phase 2","conventional control loop",2018-01-15,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-01-18,17.8,1.35,NA
"339","Phase 1","transition loops (Phase 1)",2017-12-21,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-12-26,12.5,1.42,NA
"340","Phase 1","transition loops (Phase 1)",2017-11-20,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-11-27,20.6,1.44,NA
"342","Phase 1","advanced blend loops",2017-11-13,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-11-20,20.1,1.46,NA
"343","Phase 1","conventional control loop",2017-12-11,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-12-14,18.6,1.55,NA
