,Phase,adj_loc,sample_date,influent_composition,sample_type,location_code_orig,broad_location,batch_end_or_start,ICC_to_TCC,avg_cells_per_mL_gmean,avg_cells_per_mL_gstd,assay
550,NA,"full-scale
distribution system
",3/22/18,not applicable,bulkwater_grab,site_10,DWDS_F,NA,0.464752496,965.152448,1.22758174,ICC
551,NA,"full-scale
distribution system
",4/19/18,not applicable,bulkwater_grab,site_24,DWDS_F,NA,0.394750487,975.749966,1.32175849,ICC
553,NA,"full-scale
distribution system
",8/22/17,not applicable,bulkwater_grab,site_6,DWDS_F,NA,0.088892014,1022.74018,1.30016051,ICC
421,Phase 2,transition loops (Phase 2),1/9/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Between_Batch,0.015954434,361277.126,1.04159065,TCC
555,NA,"full-scale
distribution system
",3/1/18,not applicable,bulkwater_grab,site_10,DWDS_F,NA,0.651943756,1051.10492,1.09016841,ICC
465,Phase 2,advanced blend loops,1/9/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Between_Batch,0.003463486,997913.408,1.03966097,TCC
557,NA,"full-scale
distribution system
",8/23/17,not applicable,bulkwater_grab,site_3,DWDS_F,NA,0.211419864,1055.8457,1.17852079,ICC
558,NA,"full-scale
distribution system
",2/7/18,not applicable,bulkwater_grab,site_24,DWDS_F,NA,0.177776458,1067.13649,1.12170589,ICC
559,NA,RO permeate,9/26/17,not applicable,bulkwater_grab,RO_2stage,AWTP_2,NA,0.568669094,1080.54859,1.03011575,ICC
662,Phase 2,advanced blend loops,1/9/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Between_Batch,0.003463486,3456.25946,1.04786764,ICC
561,NA,RO permeate,9/14/17,not applicable,bulkwater_grab,RO_2stage,AWTP_2,NA,0.595812378,1100.81689,1.09281087,ICC
563,NA,"full-scale
distribution system
",8/22/17,not applicable,bulkwater_grab,site_15,DWDS_F,NA,0.003946477,1171.37206,1.18142654,ICC
675,Phase 2,advanced blend loops,1/9/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Between_Batch,0.016237612,3900.37298,1.06222205,ICC
566,NA,"full-scale
distribution system
",8/23/17,not applicable,bulkwater_grab,site_2,DWDS_F,NA,0.196184096,1273.26552,1.12051761,ICC
683,Phase 2,transition loops (Phase 2),1/9/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Between_Batch,0.018293793,4176.58629,1.04784323,ICC
568,NA,"full-scale
distribution system
",3/28/18,not applicable,bulkwater_grab,site_10,DWDS_F,NA,0.019450603,1349.56107,1.11372509,ICC
708,Phase 2,transition loops (Phase 2),1/9/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Between_Batch,0.015954434,5763.97213,1.13297223,ICC
351,Phase 2,transition loops (Phase 2),1/10/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Between_Batch,0.016153747,167943.787,1.04497094,TCC
366,Phase 2,transition loops (Phase 2),1/10/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Between_Batch,0.012929459,190710.385,1.10626583,TCC
396,Phase 2,advanced blend loops,1/10/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Between_Batch,0.010618592,258000.747,1.18117533,TCC
447,Phase 2,advanced blend loops,1/10/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Between_Batch,0.001698334,643438.604,1.0272374,TCC
576,NA,"full-scale
distribution system
",2/7/18,not applicable,bulkwater_grab,site_2,DWDS_F,NA,0.401851672,1473.93325,1.19944209,ICC
560,Phase 2,advanced blend loops,1/10/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Between_Batch,0.001698334,1092.77343,1.12536672,ICC
627,Phase 2,transition loops (Phase 2),1/10/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Between_Batch,0.012929459,2465.78217,1.19890838,ICC
580,NA,"full-scale
distribution system
",8/22/17,not applicable,bulkwater_grab,site_12,DWDS_F,NA,0.22390964,1520.7988,2.07040317,ICC
581,NA,"full-scale
distribution system
",8/22/17,not applicable,bulkwater_grab,site_16,DWDS_F,NA,0.006026714,1524.95,1.11614002,ICC
638,Phase 2,transition loops (Phase 2),1/10/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Between_Batch,0.016153747,2712.9214,1.17926239,ICC
583,NA,"full-scale
distribution system
",3/27/18,not applicable,bulkwater_grab,site_8,DWDS_F,NA,0.712804322,1553.84373,1.19093204,ICC
640,Phase 2,advanced blend loops,1/10/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Between_Batch,0.010618592,2739.60463,1.18617767,ICC
299,Phase 2,transition loops (Phase 2),1/11/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Between_Batch,0.019146872,116307.809,1.1505636,TCC
404,Phase 2,transition loops (Phase 2),1/11/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Between_Batch,0.013217975,279140.155,1.04962803,TCC
423,Phase 2,advanced blend loops,1/11/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Between_Batch,0.004254772,391940.004,1.02761264,TCC
588,NA,"full-scale
distribution system
",8/22/17,not applicable,bulkwater_grab,site_1,DWDS_F,NA,0.195402521,1628.84707,1.10438351,ICC
437,Phase 2,advanced blend loops,1/11/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Between_Batch,0.001133697,512257.856,1.04149467,TCC
527,Phase 2,advanced blend loops,1/11/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Between_Batch,0.001133697,580.74545,1.15145381,ICC
591,Phase 2,advanced blend loops,1/11/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Between_Batch,0.004254772,1667.61524,1.12139141,ICC
616,Phase 2,transition loops (Phase 2),1/11/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Between_Batch,0.019146872,2226.93069,1.10758688,ICC
670,Phase 2,transition loops (Phase 2),1/11/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Between_Batch,0.013217975,3689.66761,1.04700594,ICC
594,NA,"full-scale
distribution system
",2/9/18,not applicable,bulkwater_grab,site_9,DWDS_F,NA,0.065944281,1721.4856,1.14025872,ICC
61,Phase 2,conventional feedwater,1/12/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.152794881,3401.28408,1.07345818,TCC
170,Phase 2,conventional control loop,1/12/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.403447808,26545.4465,1.02973355,TCC
321,Phase 2,transition loops (Phase 2),1/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.025977584,135633.65,1.09026468,TCC
372,Phase 2,advanced blend loops,1/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.009194662,211387.549,1.04718498,TCC
391,Phase 2,transition loops (Phase 2),1/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.02754138,249627.936,1.17414634,TCC
419,Phase 2,advanced feedwater,1/12/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.082862174,343365.459,1.08638867,TCC
420,Phase 2,advanced blend loops,1/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.001959721,356691.272,1.06394637,TCC
526,Phase 2,conventional feedwater,1/12/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.152794881,519.698797,1.40464086,ICC
535,Phase 2,advanced blend loops,1/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.001959721,699.015432,1.38562523,ICC
600,Phase 2,advanced blend loops,1/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.009194662,1943.63704,1.08437699,ICC
606,NA,"full-scale
distribution system
",3/27/18,not applicable,bulkwater_grab,site_12,DWDS_F,NA,0.88122163,2074.21097,1.03976109,ICC
666,Phase 2,transition loops (Phase 2),1/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.025977584,3523.43452,1.13169692,ICC
609,NA,"full-scale
distribution system
",3/27/18,not applicable,bulkwater_grab,site_11,DWDS_F,NA,0.603142095,2139.40418,1.02321513,ICC
722,Phase 2,transition loops (Phase 2),1/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.02754138,6875.09794,1.36363299,ICC
756,Phase 2,conventional control loop,1/12/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.403447808,10709.7022,1.06962613,ICC
801,Phase 2,advanced feedwater,1/12/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.082862174,28452.0083,1.07461411,ICC
614,NA,"full-scale
distribution system
",3/27/18,not applicable,bulkwater_grab,site_10,DWDS_F,NA,0.792627535,2171.19789,1.13414797,ICC
95,Phase 2,conventional feedwater,1/15/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.704243797,8102.96094,1.03129534,TCC
130,Phase 2,conventional control loop,1/15/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.449149158,16736.9002,1.00919911,TCC
617,NA,RO permeate,9/26/17,not applicable,bulkwater_grab,RO_3stage,AWTP_2,NA,0.836765774,2243.92707,1.01958845,ICC
232,Phase 2,transition loops (Phase 2),1/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.030780057,55720.571,1.05894202,TCC
246,Phase 2,transition loops (Phase 2),1/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.03698348,65939.6597,1.03915873,TCC
259,Phase 2,advanced blend loops,1/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.020823315,74432.4236,1.02537291,TCC
282,Phase 2,advanced blend loops,1/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.006662575,96037.259,1.0357167,TCC
623,NA,"full-scale
distribution system
",8/22/17,not applicable,bulkwater_grab,site_11,DWDS_F,NA,0.258977339,2326.73918,1.039756,ICC
439,Phase 2,advanced feedwater,1/15/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.951998927,529235.737,1.06201309,TCC
532,Phase 2,advanced blend loops,1/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.006662575,639.855409,1.4743188,ICC
582,Phase 2,advanced blend loops,1/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.020823315,1549.92978,1.05601069,ICC
593,Phase 2,transition loops (Phase 2),1/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.030780057,1715.08237,1.1759236,ICC
625,Phase 2,transition loops (Phase 2),1/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.03698348,2438.6781,1.08190677,ICC
631,NA,"full-scale
distribution system
",4/19/18,not applicable,bulkwater_grab,site_10,DWDS_F,NA,0.924501245,2540.94492,1.27050193,ICC
706,Phase 2,conventional feedwater,1/15/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.704243797,5706.45998,1.08460307,ICC
731,Phase 2,conventional control loop,1/15/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.449149158,7517.36464,1.02809483,ICC
936,Phase 2,advanced feedwater,1/15/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.951998927,503831.854,1.04752892,ICC
140,Phase 2,conventional control loop,1/18/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.390449967,18105.6606,1.03259753,TCC
331,Phase 2,advanced blend loops,1/18/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.004317123,143696.586,1.04591038,TCC
364,Phase 2,transition loops (Phase 2),1/18/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.007782786,185334.634,1.14895924,TCC
367,Phase 2,transition loops (Phase 2),1/18/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.009169656,191540.248,1.04029845,TCC
377,Phase 2,advanced blend loops,1/18/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.006466065,217764.415,1.01547442,TCC
530,Phase 2,advanced blend loops,1/18/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.004317123,620.355798,1.17233423,ICC
571,Phase 2,advanced blend loops,1/18/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.006466065,1408.07878,1.15226422,ICC
574,Phase 2,transition loops (Phase 2),1/18/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.007782786,1442.41974,1.06978882,ICC
595,Phase 2,transition loops (Phase 2),1/18/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.009169656,1756.35813,1.10100807,ICC
727,Phase 2,conventional control loop,1/18/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.390449967,7069.35458,1.07323034,ICC
649,NA,"full-scale
distribution system
",4/26/18,not applicable,bulkwater_grab,site_10,DWDS_F,NA,0.64686225,3026.38974,1.2502573,ICC
66,Phase 2,conventional feedwater,1/29/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.477361235,4200.7194,1.00317958,TCC
98,Phase 2,conventional control loop,1/29/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.354832375,8483.92222,1.05297591,TCC
110,Phase 2,transition loops (Phase 2),1/29/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.140344958,11515.3769,1.02833712,TCC
174,Phase 2,advanced blend loops,1/29/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.069049047,27743.573,1.03033903,TCC
656,NA,"full-scale
distribution system
",8/23/17,not applicable,bulkwater_grab,site_18,DWDS_F,NA,0.610818395,3302.21334,1.10974147,ICC
197,Phase 2,transition loops (Phase 2),1/29/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.059966772,35373.5678,1.01428248,TCC
200,Phase 2,advanced blend loops,1/29/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.033341868,36064.6903,1.01675269,TCC
406,Phase 2,advanced feedwater,1/29/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.743601859,283673.036,1.07164221,TCC
564,Phase 2,advanced blend loops,1/29/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.033341868,1202.46414,1.20737505,ICC
587,Phase 2,transition loops (Phase 2),1/29/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.140344958,1616.12509,1.47820054,ICC
599,Phase 2,advanced blend loops,1/29/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.069049047,1915.66727,1.2019308,ICC
602,Phase 2,conventional feedwater,1/29/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.477361235,2005.2606,1.07657678,ICC
665,NA,"full-scale
distribution system
",8/22/17,not applicable,bulkwater_grab,site_14,DWDS_F,NA,0.016119934,3487.99811,1.0449782,ICC
608,Phase 2,transition loops (Phase 2),1/29/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.059966772,2121.23868,1.18854312,ICC
648,Phase 2,conventional control loop,1/29/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.354832375,3010.37027,1.1504633,ICC
911,Phase 2,advanced feedwater,1/29/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.743601859,210939.797,1.06186664,ICC
53,Phase 2,conventional feedwater,1/31/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.537085482,2683.81032,1.12760549,TCC
105,Phase 2,conventional control loop,1/31/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.353346913,10757.4196,1.0614039,TCC
201,Phase 2,transition loops (Phase 2),1/31/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.100806993,37120.5056,1.02105557,TCC
219,Phase 2,advanced blend loops,1/31/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.053284639,49036.4865,1.02928428,TCC
230,Phase 2,advanced blend loops,1/31/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.044918181,53416.715,1.02980228,TCC
237,Phase 2,transition loops (Phase 2),1/31/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.053836362,58022.2834,1.02273893,TCC
360,Phase 2,advanced feedwater,1/31/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.760568317,182384.313,1.04648298,TCC
573,Phase 2,conventional feedwater,1/31/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.537085482,1441.43556,1.14031921,ICC
624,Phase 2,advanced blend loops,1/31/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.044918181,2399.38166,1.02805107,ICC
680,NA,"full-scale
distribution system
",3/22/18,not applicable,bulkwater_grab,site_24,DWDS_F,NA,0.71411454,4097.19329,1.09099488,ICC
634,Phase 2,advanced blend loops,1/31/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.053284639,2612.89147,1.05891482,ICC
651,Phase 2,transition loops (Phase 2),1/31/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.053836362,3123.70866,1.15508795,ICC
671,Phase 2,transition loops (Phase 2),1/31/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.100806993,3742.00655,1.19341024,ICC
685,NA,"full-scale
distribution system
",2/14/18,not applicable,bulkwater_grab,site_15,DWDS_F,NA,0.054069967,4394.8898,1.65352208,ICC
673,Phase 2,conventional control loop,1/31/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.353346913,3801.10101,1.11765735,ICC
880,Phase 2,advanced feedwater,1/31/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.760568317,138715.73,1.07964867,ICC
108,Phase 2,conventional feedwater,2/4/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.348967449,11421.2402,1.02695088,TCC
114,Phase 2,conventional control loop,2/4/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.468631181,12397.1309,1.03999339,TCC
146,Phase 2,advanced blend loops,2/4/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.234548734,19448.9609,1.01078347,TCC
691,NA,"full-scale
distribution system
",2/16/18,not applicable,bulkwater_grab,site_10,DWDS_F,NA,0.075404221,4950.92505,1.20577439,ICC
148,Phase 2,advanced blend loops,2/4/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.342931242,20277.3028,1.04228419,TCC
199,Phase 2,transition loops (Phase 2),2/4/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.21202917,35881.5017,1.09673927,TCC
694,NA,"full-scale
distribution system
",4/19/18,not applicable,bulkwater_grab,site_15,DWDS_F,NA,0.589315902,5143.02841,1.0682052,ICC
264,Phase 2,transition loops (Phase 2),2/4/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.313303708,77011.9067,1.59171306,TCC
696,NA,"full-scale
distribution system
",8/22/17,not applicable,bulkwater_grab,site_8,DWDS_F,NA,0.274712365,5152.17176,1.04980476,ICC
432,Phase 2,advanced feedwater,2/4/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.891839183,485197.769,1.04258614,TCC
677,Phase 2,conventional feedwater,2/4/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.348967449,3985.64106,1.03403484,ICC
687,Phase 2,advanced blend loops,2/4/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.234548734,4561.72916,1.06847521,ICC
702,NA,"full-scale
distribution system
",2/14/18,not applicable,bulkwater_grab,site_24,DWDS_F,NA,0.341117661,5575.81991,1.0524561,ICC
709,Phase 2,conventional control loop,2/4/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.468631181,5809.6821,1.06410777,ICC
725,Phase 2,advanced blend loops,2/4/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.342931242,6953.72063,1.48066102,ICC
733,Phase 2,transition loops (Phase 2),2/4/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.21202917,7607.92501,1.21580269,ICC
796,Phase 2,transition loops (Phase 2),2/4/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.313303708,24128.1159,1.0798486,ICC
934,Phase 2,advanced feedwater,2/4/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.891839183,432718.382,1.01675305,ICC
126,Phase 2,transition loops (Phase 2),2/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.402568831,15741.2587,1.04754809,TCC
152,Phase 2,conventional control loop,2/15/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.14949865,21295.8024,1.02744675,TCC
209,Phase 2,advanced blend loops,2/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.145425964,43599.4941,1.01340184,TCC
212,Phase 2,advanced blend loops,2/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.131625965,45137.0376,1.01337233,TCC
240,Phase 2,transition loops (Phase 2),2/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.1253446,59596.7013,1.01653999,TCC
254,Phase 2,conventional feedwater,2/15/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.057610398,71641.2369,1.0453903,TCC
273,Phase 2,advanced feedwater,2/15/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,NA,NA,1.03358073,TCC
653,Phase 2,conventional control loop,2/15/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.14949865,3183.69372,1.39922973,ICC
681,Phase 2,conventional feedwater,2/15/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.057610398,4127.28016,1.13722783,ICC
710,Phase 2,advanced blend loops,2/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.131625965,5941.20613,1.09416531,ICC
718,Phase 2,transition loops (Phase 2),2/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.402568831,6336.94012,1.14499265,ICC
719,Phase 2,advanced blend loops,2/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.145425964,6340.49848,1.04182562,ICC
730,Phase 2,transition loops (Phase 2),2/15/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.1253446,7470.12469,1.03516766,ICC
960,Phase 2,advanced feedwater,2/15/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,NA,NA,1.01456269,ICC
46,Phase 2,conventional feedwater,2/19/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.13000471,2341.19783,1.47012954,TCC
73,Phase 2,transition loops (Phase 2),2/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.615411867,5200.25734,1.13054859,TCC
92,Phase 2,transition loops (Phase 2),2/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.260392744,7142.03826,1.13784657,TCC
116,Phase 2,advanced blend loops,2/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.20314311,12964.0914,1.19758175,TCC
127,Phase 2,conventional control loop,2/19/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.049865097,15996.4899,1.05283734,TCC
161,Phase 2,advanced blend loops,2/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.11140281,23065.5862,1.05308585,TCC
476,Phase 2,advanced feedwater,2/19/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.891600623,2664952.69,1.02457264,TCC
735,NA,"full-scale
distribution system
",2/9/18,not applicable,bulkwater_grab,site_15,DWDS_F,NA,0.231859188,7889.97744,1.03119546,ICC
512,Phase 2,conventional feedwater,2/19/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.13000471,304.366745,1.53208302,ICC
538,Phase 2,conventional control loop,2/19/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.049865097,797.666527,1.31938262,ICC
597,Phase 2,transition loops (Phase 2),2/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.260392744,1859.73494,1.14239245,ICC
744,NA,"full-scale
distribution system
",3/28/18,not applicable,bulkwater_grab,site_24,DWDS_F,NA,0.092802685,8816.46166,1.06457923,ICC
633,Phase 2,advanced blend loops,2/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.11140281,2569.57111,1.30804699,ICC
635,Phase 2,advanced blend loops,2/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.20314311,2633.56584,1.0314022,ICC
654,Phase 2,transition loops (Phase 2),2/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.615411867,3200.30008,1.06290336,ICC
961,Phase 2,advanced feedwater,2/19/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.891600623,2376073.48,1.01423551,ICC
120,Phase 2,conventional control loop,2/26/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.153025525,14029.2247,1.18502666,TCC
754,NA,"full-scale
distribution system
",8/23/17,not applicable,bulkwater_grab,site_20,DWDS_F,NA,0.676643212,9821.74215,1.01153258,ICC
279,Phase 2,transition loops (Phase 2),2/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.024632434,92240.3576,1.11713928,TCC
